$T,
,
JDAY,Temp
39.43333333,17.6
39.4375,17.7
39.44166667,17.7
39.44583333,17.7
39.45,17.7
39.45416667,17.7
39.45833333,17.7
39.4625,17.7
39.46666667,17.7
39.47083333,17.7
39.475,17.7
39.47916667,17.7
39.48333333,17.7
39.4875,17.7
39.49166667,17.8
39.49583333,17.8
39.5,17.8
39.50416667,17.8
39.50833333,17.8
39.5125,17.8
39.51666667,17.8
39.52083333,17.8
39.525,17.8
39.52916667,17.8
39.53333333,17.8
39.5375,17.9
39.54166667,17.9
39.54583333,17.9
39.55,17.9
39.55416667,17.9
39.55833333,17.9
39.5625,17.9
39.56666667,17.9
39.57083333,17.9
39.575,17.9
39.57916667,17.9
39.58333333,17.9
39.5875,17.9
39.59166667,17.9
39.59583333,17.9
39.6,17.9
39.60416667,17.9
39.60833333,17.9
39.6125,17.8
39.61666667,17.8
39.62083333,17.7
39.625,17.8
39.62916667,17.8
39.63333333,17.8
39.6375,17.8
39.64166667,17.8
39.64583333,17.8
39.65,17.8
39.65416667,17.8
39.65833333,17.8
39.6625,17.8
39.66666667,17.8
39.67083333,17.9
39.675,17.9
39.67916667,17.9
39.68333333,17.9
39.6875,18
39.69166667,18
39.69583333,18.1
39.7,18.1
39.70416667,18.2
39.70833333,18.2
39.7125,18.2
39.71666667,18.2
39.72083333,18.2
39.725,18.2
39.72916667,18.2
39.73333333,18.2
39.7375,18.2
39.74166667,18.2
39.74583333,18.2
39.75,18.2
39.75416667,18.2
39.75833333,18.3
39.7625,18.3
39.76666667,18.3
39.77083333,18.3
39.775,18.3
39.77916667,18.3
39.78333333,18.3
39.7875,18.3
39.79166667,18.3
39.79583333,18.3
39.8,18.3
39.80416667,18.3
39.80833333,18.3
39.8125,18.3
39.81666667,18.3
39.82083333,18.3
39.825,18.3
39.82916667,18.3
39.83333333,18.3
39.8375,18.3
39.84166667,18.3
39.84583333,18.2
39.85,18.2
39.85416667,18.2
39.85833333,18.2
39.8625,18.1
39.86666667,18.1
39.87083333,18.1
39.875,18.1
39.87916667,18.1
39.88333333,18.1
39.8875,18.1
39.89166667,18.1
39.89583333,18.1
39.9,18.1
39.90416667,18.1
39.90833333,18.1
39.9125,18.1
39.91666667,18.1
39.92083333,18.1
39.925,18.1
39.92916667,18.2
39.93333333,18.2
39.9375,18.2
39.94166667,18.2
39.94583333,18.2
39.95,18.3
39.95416667,18.3
39.95833333,18.3
39.9625,18.4
39.96666667,18.4
39.97083333,18.4
39.975,18.4
39.97916667,18.4
39.98333333,18.4
39.9875,18.4
39.99166667,18.4
39.99583333,18.4
40,18.4
40.00416667,18.4
40.00833333,18.4
40.0125,18.4
40.01666667,18.4
40.02083333,18.4
40.025,18.4
40.02916667,18.4
40.03333333,18.4
40.0375,18.4
40.04166667,18.4
40.04583333,18.4
40.05,18.4
40.05416667,18.4
40.05833333,18.4
40.0625,18.4
40.06666667,18.4
40.07083333,18.4
40.075,18.4
40.07916667,18.4
40.08333333,18.4
40.0875,18.4
40.09166667,18.4
40.09583333,18.4
40.1,18.4
40.10416667,18.4
40.10833333,18.4
40.1125,18.4
40.11666667,18.4
40.12083333,18.4
40.125,18.4
40.12916667,18.4
40.13333333,18.4
40.1375,18.4
40.14166667,18.4
40.14583333,18.4
40.15,18.4
40.15416667,18.4
40.15833333,18.4
40.1625,18.4
40.16666667,18.4
40.17083333,18.3
40.175,18.3
40.17916667,18.2
40.18333333,18.2
40.1875,18.2
40.19166667,18.2
40.19583333,18.1
40.2,18.1
40.20416667,18.1
40.20833333,18
40.2125,18
40.21666667,18
40.22083333,18
40.225,17.9
40.22916667,17.9
40.23333333,17.8
40.2375,17.8
40.24166667,17.8
40.24583333,17.8
40.25,17.8
40.25416667,17.8
40.25833333,17.8
40.2625,17.7
40.26666667,17.7
40.27083333,17.7
40.275,17.7
40.27916667,17.8
40.28333333,17.8
40.2875,17.8
40.29166667,17.8
40.29583333,17.8
40.3,17.8
40.30416667,17.7
40.30833333,17.7
40.3125,17.7
40.31666667,17.7
40.32083333,17.7
40.325,17.7
40.32916667,17.7
40.33333333,17.7
40.3375,17.7
40.34166667,17.7
40.34583333,17.7
40.35,17.6
40.35416667,17.6
40.35833333,17.6
40.3625,17.7
40.36666667,17.8
40.37083333,17.8
40.375,17.9
40.37916667,17.9
40.38333333,17.9
40.3875,17.9
40.39166667,17.9
40.39583333,17.9
40.4,17.9
40.40416667,17.9
40.40833333,17.9
40.4125,17.9
40.41666667,17.9
40.42083333,17.9
40.425,17.8
40.42916667,17.8
40.43333333,17.8
40.4375,17.8
40.44166667,17.8
40.44583333,17.7
40.45,17.7
40.45416667,17.7
40.45833333,17.8
40.4625,17.8
40.46666667,17.8
40.47083333,17.8
40.475,17.8
40.47916667,17.8
40.48333333,17.8
40.4875,17.8
40.49166667,17.8
40.49583333,17.8
40.5,17.9
40.50416667,17.9
40.50833333,17.9
40.5125,17.9
40.51666667,17.9
40.52083333,17.9
40.525,17.9
40.52916667,17.9
40.53333333,17.9
40.5375,17.9
40.54166667,17.9
40.54583333,17.9
40.55,17.9
40.55416667,17.9
40.55833333,17.9
40.5625,17.9
40.56666667,17.9
40.57083333,17.9
40.575,17.9
40.57916667,17.9
40.58333333,17.9
40.5875,17.9
40.59166667,17.9
40.59583333,17.9
40.6,17.9
40.60416667,17.9
40.60833333,17.9
40.6125,17.9
40.61666667,17.9
40.62083333,17.9
40.625,17.9
40.62916667,17.9
40.63333333,17.9
40.6375,17.9
40.64166667,17.9
40.64583333,17.9
40.65,17.9
40.65416667,17.9
40.65833333,17.9
40.6625,17.9
40.66666667,17.9
40.67083333,17.9
40.675,17.9
40.67916667,17.9
40.68333333,17.9
40.6875,17.9
40.69166667,17.9
40.69583333,17.9
40.7,17.9
40.70416667,17.9
40.70833333,17.9
40.7125,17.9
40.71666667,17.9
40.72083333,18
40.725,17.9
40.72916667,17.9
40.73333333,18
40.7375,18
40.74166667,18
40.74583333,18
40.75,18
40.75416667,18
40.75833333,18
40.7625,18.1
40.76666667,18.1
40.77083333,18.1
40.775,18.2
40.77916667,18.2
40.78333333,18.2
40.7875,18.2
40.79166667,18.2
40.79583333,18.2
40.8,18.2
40.80416667,18.2
40.80833333,18.3
40.8125,18.3
40.81666667,18.3
40.82083333,18.3
40.825,18.3
40.82916667,18.3
40.83333333,18.3
40.8375,18.3
40.84166667,18.3
40.84583333,18.3
40.85,18.3
40.85416667,18.3
40.85833333,18.3
40.8625,18.3
40.86666667,18.3
40.87083333,18.3
40.875,18.3
40.87916667,18.3
40.88333333,18.2
40.8875,18.2
40.89166667,18.2
40.89583333,18.2
40.9,18.2
40.90416667,18.2
40.90833333,18.1
40.9125,18.1
40.91666667,18.1
40.92083333,18.1
40.925,18.1
40.92916667,18.1
40.93333333,18.1
40.9375,18.1
40.94166667,18.2
40.94583333,18.1
40.95,18.1
40.95416667,18.2
40.95833333,18.2
40.9625,18.2
40.96666667,18.3
40.97083333,18.3
40.975,18.3
40.97916667,18.4
40.98333333,18.4
40.9875,18.4
40.99166667,18.4
40.99583333,18.4
41,18.4
41.00416667,18.4
41.00833333,18.4
41.0125,18.5
41.01666667,18.5
41.02083333,18.4
41.025,18.4
41.02916667,18.4
41.03333333,18.4
41.0375,18.4
41.04166667,18.4
41.04583333,18.4
41.05,18.4
41.05416667,18.4
41.05833333,18.4
